ID,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
1581,2744667,27,17,single,rented,no,Fashion_Designer,Tamil_Nadu,12,11,0
1582,5616951,54,13,single,rented,yes,Scientist,Bihar,12,13,0
1583,3926552,21,4,single,owned,no,Design_Engineer,Maharashtra,4,12,0
1584,1806183,23,3,single,rented,no,Chemical_engineer,Sikkim,3,14,0
1585,9615150,74,1,single,rented,yes,Technology_specialist,Bihar,1,13,0
1586,380430,23,1,married,rented,no,Politician,Gujarat,1,11,0
1587,2662346,27,17,single,rented,no,Engineer,Maharashtra,8,11,0
1588,881669,57,20,single,rented,no,Physician,Chandigarh,12,14,0
1589,3304937,63,19,single,rented,yes,Fashion_Designer,Uttar_Pradesh,14,13,0
1590,7138986,38,17,single,owned,yes,Biomedical_Engineer,Madhya_Pradesh,14,13,0
1591,9493039,55,16,single,rented,no,Graphic_Designer,Bihar,13,11,0
1592,2824175,54,0,single,rented,no,Chef,West_Bengal,0,10,0
1593,238772,25,16,single,rented,no,Surveyor,Bihar,14,13,0
1594,9518187,69,9,married,rented,no,Surgeon,Rajasthan,3,11,0
1595,6171221,56,18,single,rented,no,Graphic_Designer,Uttar_Pradesh,9,10,0
1596,2317886,39,15,single,rented,yes,Geologist,Karnataka,3,13,0
1597,2989320,76,13,single,rented,no,Mechanical_engineer,Punjab,9,14,0
1598,3311941,60,19,single,owned,no,Civil_servant,Rajasthan,11,14,0
1599,7855403,35,0,single,rented,yes,Fashion_Designer,Rajasthan,0,10,0
1600,8886565,68,14,single,rented,no,Industrial_Engineer,Maharashtra,5,14,0
1601,255794,36,13,single,rented,no,Industrial_Engineer,Madhya_Pradesh,6,11,0
1602,9530702,57,12,single,rented,no,Design_Engineer,Uttar_Pradesh,8,11,0
1603,5680109,47,20,single,rented,no,Statistician,Madhya_Pradesh,5,14,0
1604,4342058,26,4,single,rented,yes,Technology_specialist,Uttar_Pradesh,4,10,0
1605,2421681,33,8,single,rented,yes,Technology_specialist,Andhra_Pradesh,4,13,1
1606,4400405,73,17,single,rented,yes,Biomedical_Engineer,Andhra_Pradesh,8,12,0
1607,5037199,77,14,single,rented,no,Web_designer,Maharashtra,7,13,0
1608,5139547,37,8,single,rented,no,Fashion_Designer,West_Bengal,3,12,0
1609,2543132,59,8,single,rented,no,Mechanical_engineer,West_Bengal,8,10,0
1610,3932375,51,19,single,rented,yes,Secretary,Uttar_Pradesh,8,12,0
1611,8280263,28,16,single,rented,no,Flight_attendant,Mizoram,14,11,0
1612,9237595,53,6,single,rented,no,Librarian,Maharashtra,5,11,0
1613,7902199,45,1,single,rented,yes,Police_officer,Jharkhand,1,10,0
1614,9089173,63,6,single,rented,yes,Chartered_Accountant,Bihar,6,12,0
1615,7210569,54,17,single,rented,no,Engineer,Mizoram,10,11,1
1616,1222892,74,7,single,rented,yes,Politician,Maharashtra,5,12,0
1617,672968,68,18,married,rented,no,Technology_specialist,Bihar,5,12,0
1618,1043629,48,2,single,rented,no,Microbiologist,Tamil_Nadu,2,11,0
1619,2568258,67,5,single,rented,yes,Official,Rajasthan,5,11,1
1620,4323553,54,13,single,rented,no,Computer_operator,Uttar_Pradesh,3,12,0
1621,6501844,79,14,single,rented,yes,Engineer,Madhya_Pradesh,13,14,0
1622,3048347,36,17,single,rented,no,Air_traffic_controller,West_Bengal,14,13,1
1623,5660425,55,3,single,rented,no,Hotel_Manager,Tamil_Nadu,3,13,0
1624,9785950,45,6,single,rented,no,Petroleum_Engineer,Madhya_Pradesh,6,12,0
1625,5674867,69,4,single,rented,yes,Firefighter,Gujarat,3,10,0
1626,9464294,42,9,single,rented,no,Computer_hardware_engineer,Madhya_Pradesh,5,10,1
1627,260970,59,2,single,owned,no,Fashion_Designer,Telangana,2,13,0
1628,7829891,67,20,single,rented,no,Army_officer,Maharashtra,9,11,0
1629,553772,38,19,single,rented,yes,Computer_operator,Punjab,9,14,1
1630,1568292,48,1,single,rented,no,Technology_specialist,Puducherry,1,14,0
1631,1337006,40,20,married,rented,no,Financial_Analyst,Rajasthan,10,10,0
1632,7492021,55,19,single,rented,no,Analyst,Andhra_Pradesh,4,13,0
1633,140516,29,19,single,rented,no,Politician,Tamil_Nadu,14,10,1
1634,4888756,59,6,single,rented,no,Physician,Rajasthan,6,14,0
1635,4499377,48,11,single,rented,no,Software_Developer,Bihar,11,12,1
1636,4353927,73,17,married,rented,no,Official,Karnataka,4,12,0
1637,975686,37,12,single,rented,no,Hotel_Manager,Uttar_Pradesh,12,13,0
1638,7757255,75,0,single,rented,no,Comedian,Maharashtra,0,14,0
1639,603307,46,12,married,rented,yes,Scientist,Assam,12,10,0
1640,4935105,74,17,single,rented,no,Official,Uttar_Pradesh,5,10,0
1641,3468402,50,10,single,rented,no,Secretary,Telangana,7,14,0
1642,6406820,54,5,single,rented,yes,Aviator,Kerala,3,14,0
1643,4746091,23,5,single,rented,yes,Scientist,Bihar,5,14,0
1644,2045156,35,9,single,rented,yes,Firefighter,Assam,9,13,1
1645,5046744,63,17,single,rented,no,Aviator,Haryana,8,10,0
1646,4957836,78,6,single,rented,no,Flight_attendant,Uttar_Pradesh,6,13,0
1647,5830632,35,15,single,rented,no,Civil_servant,Andhra_Pradesh,13,11,0
1648,8177616,33,9,single,rented,no,Surveyor,Rajasthan,9,13,1
1649,6212340,56,11,single,rented,no,Drafter,Bihar,11,12,0
1650,5778620,70,19,single,rented,yes,Petroleum_Engineer,Uttar_Pradesh,13,14,0
1651,6754188,26,2,single,rented,yes,Web_designer,Maharashtra,2,14,0
1652,9249971,69,4,single,rented,no,Physician,Rajasthan,4,14,0
1653,4461241,71,6,married,rented,no,Air_traffic_controller,Tamil_Nadu,6,14,0
1654,3167295,32,5,single,rented,yes,Chef,Uttar_Pradesh,4,12,0
1655,8508480,46,0,single,rented,no,Biomedical_Engineer,West_Bengal,0,10,0
1656,278747,36,10,single,rented,no,Computer_hardware_engineer,Puducherry,10,10,0
1657,9840980,67,20,married,norent_noown,no,Fashion_Designer,West_Bengal,10,11,0
1658,4072488,71,14,single,rented,no,Economist,Karnataka,4,10,0
1659,1955543,22,6,married,rented,yes,Police_officer,Kerala,6,14,0
1660,504009,64,16,single,rented,no,Drafter,Madhya_Pradesh,6,11,0
1661,9776434,48,11,single,norent_noown,no,Computer_operator,Tamil_Nadu,3,13,0
1662,6036428,34,7,single,rented,yes,Flight_attendant,West_Bengal,6,10,1
1663,9744011,44,0,single,rented,yes,Web_designer,Maharashtra,0,10,0
1664,3534563,38,0,single,rented,no,Economist,Andhra_Pradesh,0,14,0
1665,8450190,26,6,single,rented,no,Comedian,Rajasthan,6,10,1
1666,2375695,31,17,married,rented,yes,Web_designer,Rajasthan,10,12,0
1667,5186921,40,4,single,rented,yes,Surveyor,Telangana,4,10,0
1668,5127014,76,0,married,rented,no,Mechanical_engineer,Maharashtra,0,13,0
1669,5180835,22,1,single,rented,no,Air_traffic_controller,West_Bengal,1,10,1
1670,9649857,44,4,single,rented,no,Chemical_engineer,West_Bengal,4,13,0
1671,2592581,62,20,single,rented,yes,Aviator,Maharashtra,14,10,0
1672,6488496,46,2,single,rented,no,Industrial_Engineer,Andhra_Pradesh,2,10,0
1673,412310,54,3,married,rented,no,Magistrate,Madhya_Pradesh,3,12,0
1674,7859790,53,10,single,rented,yes,Hotel_Manager,Kerala,9,10,0
1675,3737014,47,7,single,rented,no,Drafter,West_Bengal,7,14,1
1676,8901524,72,17,single,rented,no,Secretary,Haryana,4,12,0
1677,4774357,48,12,married,rented,no,Microbiologist,Tamil_Nadu,12,14,0
1678,7532651,49,15,married,rented,no,Comedian,Maharashtra,9,12,0
1679,1545384,35,14,single,rented,no,Analyst,Bihar,14,11,0
1680,7571977,75,5,single,rented,yes,Civil_servant,Jharkhand,5,13,1
1681,2152981,77,14,single,rented,yes,Technician,West_Bengal,11,10,0
1682,2926684,35,1,single,rented,yes,Engineer,Maharashtra,1,11,0
1683,8410806,31,13,single,rented,no,Civil_servant,Telangana,6,11,0
1684,5830250,24,15,single,rented,yes,Web_designer,Uttarakhand,9,11,0
1685,3956822,65,5,single,rented,yes,Chemical_engineer,Gujarat,3,14,0
1686,1011117,22,11,single,rented,no,Magistrate,Tamil_Nadu,8,14,0
1687,5919261,61,18,single,rented,no,Geologist,Andhra_Pradesh,6,14,0
1688,9717828,22,13,single,rented,yes,Air_traffic_controller,Delhi,10,14,1
1689,98356,50,4,single,rented,yes,Politician,Maharashtra,4,13,1
1690,7296341,60,13,single,rented,no,Graphic_Designer,Delhi,4,13,0
1691,6826034,56,14,single,rented,no,Surveyor,Punjab,5,11,0
1692,5950133,58,7,single,rented,no,Technical_writer,Maharashtra,7,10,0
1693,9768762,66,1,single,rented,no,Comedian,Madhya_Pradesh,1,13,1
1694,8355348,63,9,single,rented,yes,Drafter,Uttar_Pradesh,5,14,0
1695,3780730,28,5,single,rented,no,Aviator,Madhya_Pradesh,5,14,0
1696,5294937,53,8,married,rented,no,Mechanical_engineer,Karnataka,8,12,0
1697,145471,62,9,single,rented,no,Technology_specialist,Assam,9,14,0
1698,371671,34,6,single,rented,no,Statistician,Maharashtra,6,12,0
1699,2598677,41,12,single,rented,no,Physician,Assam,11,11,0
1700,3915230,40,16,married,rented,yes,Computer_hardware_engineer,Maharashtra,11,14,0
1701,9680806,74,2,single,rented,no,Economist,Jammu_and_Kashmir,2,14,0
1702,3984731,28,1,single,rented,no,Web_designer,Maharashtra,1,13,0
1703,5310696,55,9,single,rented,no,Designer,Andhra_Pradesh,4,10,0
1704,2582744,30,10,single,rented,no,Design_Engineer,Madhya_Pradesh,10,12,0
1705,8734369,28,10,single,rented,no,Lawyer,West_Bengal,6,11,0
1706,4393965,47,5,single,rented,no,Scientist,Rajasthan,5,14,0
1707,1932516,57,15,single,rented,yes,Economist,Tamil_Nadu,11,10,0
1708,1896404,66,17,married,rented,yes,Designer,Karnataka,13,14,0
1709,9031360,74,20,single,rented,yes,Chartered_Accountant,Punjab,10,10,0
1710,706221,44,9,single,rented,no,Biomedical_Engineer,Tamil_Nadu,9,13,0
1711,7157631,30,13,single,owned,yes,Fashion_Designer,Maharashtra,10,14,0
1712,2946626,77,17,single,rented,yes,Surgeon,Madhya_Pradesh,12,14,0
1713,112513,77,2,single,rented,yes,Flight_attendant,Chhattisgarh,2,10,0
1714,7325901,74,12,single,rented,yes,Magistrate,Telangana,12,13,0
1715,996748,64,3,single,rented,no,Chemical_engineer,Bihar,3,13,0
1716,9685181,61,19,single,rented,yes,Artist,Uttar_Pradesh,3,11,0
1717,3790999,76,6,single,rented,no,Technical_writer,Madhya_Pradesh,6,13,0
1718,8939486,35,8,single,rented,yes,Biomedical_Engineer,Chhattisgarh,8,14,0
1719,1969614,56,14,single,rented,yes,Drafter,Maharashtra,12,14,0
1720,8442518,71,6,single,rented,yes,Petroleum_Engineer,Gujarat,6,11,1
1721,5846474,49,9,married,rented,yes,Secretary,Andhra_Pradesh,6,14,0
1722,354766,78,0,single,rented,no,Computer_hardware_engineer,Uttar_Pradesh,0,10,0
1723,9296631,31,19,single,rented,no,Psychologist,Tamil_Nadu,11,12,0
1724,8998661,68,4,single,norent_noown,no,Air_traffic_controller,Assam,4,12,0
1725,1147932,32,20,single,rented,no,Geologist,Odisha,3,14,0
1726,6004435,47,10,single,rented,yes,Microbiologist,Madhya_Pradesh,9,14,0
1727,7471209,49,17,single,rented,no,Design_Engineer,West_Bengal,9,11,0
1728,5004938,64,19,single,rented,no,Microbiologist,Uttar_Pradesh,5,10,0
1729,9934305,31,9,single,rented,no,Police_officer,Kerala,9,11,0
1730,2377730,64,9,single,rented,no,Drafter,Punjab,6,13,0
1731,2776190,64,16,single,rented,yes,Consultant,West_Bengal,4,10,0
1732,4205118,43,12,single,owned,no,Industrial_Engineer,West_Bengal,4,14,0
1733,5683509,62,19,single,rented,no,Secretary,Telangana,4,14,1
1734,7369543,29,9,single,rented,no,Analyst,Bihar,9,10,0
1735,2556201,62,14,single,rented,no,Drafter,Andhra_Pradesh,11,12,0
1736,9879257,35,8,single,rented,yes,Technical_writer,Rajasthan,4,10,0
1737,4097238,53,5,single,rented,no,Design_Engineer,Odisha,5,14,0
1738,3238461,35,16,single,rented,no,Engineer,Maharashtra,8,13,1
1739,9788211,46,19,single,rented,yes,Surgeon,Andhra_Pradesh,6,14,0
1740,5522087,58,4,single,rented,yes,Librarian,Bihar,4,13,1
1741,7247559,59,5,single,rented,no,Surgeon,Bihar,5,11,0
1742,415771,77,10,single,rented,no,Scientist,Bihar,10,12,0
1743,5303030,35,7,single,rented,no,Air_traffic_controller,Andhra_Pradesh,6,13,0
1744,7073640,79,6,single,owned,yes,Chef,Bihar,6,10,0
1745,8618183,74,6,single,rented,no,Comedian,West_Bengal,3,11,0
1746,2017565,62,9,single,rented,no,Technology_specialist,Maharashtra,6,11,0
1747,2280615,74,1,single,norent_noown,no,Biomedical_Engineer,Andhra_Pradesh,1,14,1
1748,1698802,71,3,single,rented,yes,Design_Engineer,Himachal_Pradesh,3,14,0
1749,9655703,61,6,married,rented,yes,Financial_Analyst,Tripura,6,11,0
1750,6971490,58,18,single,rented,no,Chemical_engineer,Karnataka,10,13,0
1751,4433480,27,9,single,rented,no,Comedian,Telangana,9,12,0
1752,978225,72,0,single,rented,yes,Industrial_Engineer,Tamil_Nadu,0,13,1
1753,1888040,43,2,married,rented,no,Official,Tamil_Nadu,2,13,0
1754,4717022,65,12,single,rented,no,Statistician,Jharkhand,4,12,0
1755,8818909,41,6,single,rented,yes,Librarian,Rajasthan,3,13,1
1756,8653449,66,0,single,rented,no,Chemical_engineer,Kerala,0,13,1
1757,2607103,33,8,single,rented,no,Army_officer,Delhi,4,13,0
1758,3578378,41,9,single,rented,yes,Firefighter,Andhra_Pradesh,9,10,1
1759,4439374,70,16,single,owned,yes,Comedian,Haryana,14,10,0
1760,1932556,56,15,single,rented,no,Mechanical_engineer,Andhra_Pradesh,4,13,1
1761,2805867,36,13,single,rented,no,Politician,Gujarat,8,12,0
1762,36391,34,7,single,rented,no,Engineer,Delhi,6,12,0
1763,6943697,37,14,single,rented,no,Army_officer,Rajasthan,3,12,1
1764,5209218,44,20,single,rented,no,Mechanical_engineer,Jharkhand,3,14,0
1765,5184758,55,7,single,rented,no,Biomedical_Engineer,Rajasthan,7,11,1
1766,1028915,44,13,single,rented,yes,Official,Madhya_Pradesh,6,13,0
1767,4399912,29,9,single,rented,no,Architect,West_Bengal,9,10,1
1768,1556371,39,11,single,rented,no,Psychologist,Haryana,8,13,1
1769,9337934,67,16,single,norent_noown,no,Surgeon,Maharashtra,4,13,0
1770,2967027,54,11,single,rented,no,Dentist,Madhya_Pradesh,11,13,0
1771,1255514,25,19,single,rented,yes,Consultant,Karnataka,12,10,0
1772,8282569,62,9,single,rented,yes,Air_traffic_controller,Uttarakhand,5,12,0
1773,8353567,55,14,single,owned,no,Financial_Analyst,Tamil_Nadu,3,12,0
1774,8593281,22,19,single,rented,no,Chef,Haryana,11,11,1
1775,8978055,60,9,single,rented,no,Web_designer,Haryana,9,14,0
1776,1759952,79,11,single,rented,yes,Police_officer,Uttar_Pradesh,4,10,0
1777,4545563,69,0,single,rented,yes,Design_Engineer,Uttar_Pradesh,0,11,0
1778,3730091,24,17,single,rented,no,Surgeon,Bihar,4,13,0
1779,4276227,31,11,single,rented,no,Secretary,Delhi,11,13,1
1780,61219,24,7,single,rented,no,Surgeon,Bihar,7,14,0
1781,9723891,31,9,single,rented,yes,Hotel_Manager,Uttar_Pradesh,9,14,0
1782,191452,53,1,single,owned,yes,Software_Developer,Assam,1,12,0
1783,3577693,46,4,married,rented,no,Technical_writer,Haryana,4,14,0
1784,1091777,45,19,single,rented,yes,Designer,Uttar_Pradesh,4,14,0
1785,8324652,70,14,single,rented,no,Psychologist,Maharashtra,12,11,0
1786,1565345,37,5,single,rented,no,Engineer,Madhya_Pradesh,4,14,1
1787,54128,61,13,single,rented,no,Fashion_Designer,Haryana,3,13,0
1788,5413550,53,18,single,owned,yes,Aviator,Gujarat,12,12,0
1789,1280695,43,19,single,rented,no,Magistrate,Andhra_Pradesh,14,12,0
1790,6861266,58,3,single,rented,yes,Economist,Maharashtra,3,13,0
1791,1576759,76,0,single,rented,yes,Computer_operator,Maharashtra,0,13,0
1792,3708922,24,13,single,rented,yes,Consultant,Andhra_Pradesh,5,12,0
1793,9400073,68,1,married,rented,yes,Police_officer,Madhya_Pradesh,1,11,0
1794,4621760,35,4,single,rented,no,Technical_writer,West_Bengal,4,13,0
1795,4387681,49,0,single,rented,no,Official,Uttar_Pradesh,0,10,0
1796,2587414,59,19,single,rented,no,Petroleum_Engineer,West_Bengal,5,14,0
1797,3248934,40,10,single,rented,no,Computer_hardware_engineer,West_Bengal,10,12,0
1798,5734106,22,3,single,rented,no,Software_Developer,Andhra_Pradesh,3,11,0
1799,9537662,44,19,single,rented,no,Politician,Gujarat,14,12,1
1800,8800657,52,11,single,rented,no,Analyst,Andhra_Pradesh,4,14,0
1801,1011785,65,4,single,rented,no,Chef,Tamil_Nadu,4,14,0
1802,7100378,60,18,single,owned,no,Civil_engineer,Maharashtra,11,11,1
1803,825461,63,8,single,rented,no,Comedian,Jharkhand,8,12,0
1804,77279,69,17,single,rented,no,Civil_servant,Bihar,10,14,0
1805,1481287,33,19,single,rented,yes,Fashion_Designer,Maharashtra,8,11,0
1806,1453440,66,11,single,rented,no,Dentist,Maharashtra,11,14,0
1807,4572556,38,5,single,rented,no,Petroleum_Engineer,Bihar,5,12,0
1808,9532596,50,12,single,rented,no,Aviator,Uttar_Pradesh,10,10,0
1809,7488205,60,9,single,rented,no,Technical_writer,Uttar_Pradesh,9,10,1
1810,6662756,78,7,single,rented,yes,Graphic_Designer,Gujarat,4,11,0
1811,3640092,65,2,single,rented,yes,Fashion_Designer,Uttar_Pradesh,2,12,1
1812,2241295,53,17,single,rented,no,Physician,Jharkhand,5,12,0
1813,8217682,67,10,single,norent_noown,yes,Computer_operator,Haryana,10,10,1
1814,5776771,54,19,single,rented,no,Dentist,Karnataka,3,14,0
1815,3417372,35,16,single,rented,no,Dentist,Tamil_Nadu,13,10,0
1816,9910826,79,8,single,rented,no,Architect,Andhra_Pradesh,8,10,0
1817,5943449,49,3,single,rented,no,Biomedical_Engineer,Telangana,3,11,0
1818,4872099,36,1,single,rented,yes,Drafter,Assam,1,10,0
1819,7567364,58,15,single,rented,yes,Mechanical_engineer,Telangana,4,11,0
1820,9002497,25,11,single,rented,no,Civil_servant,Gujarat,11,12,0
1821,7379284,24,12,single,rented,yes,Scientist,Haryana,9,11,0
1822,957493,72,14,single,rented,no,Aviator,Maharashtra,9,14,0
1823,6889369,27,9,single,rented,no,Civil_engineer,Uttar_Pradesh,4,12,0
1824,4270219,40,9,single,rented,no,Statistician,Andhra_Pradesh,4,11,0
1825,291209,58,4,single,rented,yes,Air_traffic_controller,Rajasthan,4,14,1
1826,5832406,24,4,single,rented,yes,Designer,Maharashtra,4,12,1
1827,8042270,56,11,single,rented,no,Mechanical_engineer,Chhattisgarh,8,13,0
1828,9218490,63,12,single,rented,yes,Designer,Karnataka,10,13,1
1829,700444,24,0,single,rented,no,Consultant,Kerala,0,11,1
1830,9700230,55,20,single,rented,no,Lawyer,Maharashtra,8,13,1
1831,4872825,76,6,single,rented,yes,Flight_attendant,Assam,6,10,1
1832,2034897,38,20,single,rented,no,Flight_attendant,Uttar_Pradesh,9,12,0
1833,4521844,64,2,single,rented,no,Engineer,Jharkhand,2,12,0
1834,1351218,57,0,single,rented,yes,Politician,Maharashtra,0,12,0
1835,1047915,23,4,single,rented,yes,Artist,Maharashtra,4,11,1
1836,3168211,44,5,single,rented,no,Chemical_engineer,Jharkhand,5,14,0
1837,6142261,44,17,single,rented,yes,Surgeon,Andhra_Pradesh,5,13,0
1838,3193872,71,10,single,rented,yes,Technical_writer,Andhra_Pradesh,10,10,0
1839,2004249,47,10,single,rented,yes,Lawyer,Andhra_Pradesh,5,11,0
1840,926016,37,20,single,rented,no,Microbiologist,Assam,3,14,0
1841,6905894,39,8,single,rented,yes,Microbiologist,Gujarat,7,11,0
1842,8597260,56,20,single,rented,yes,Scientist,Karnataka,6,14,1
1843,315735,37,3,single,rented,no,Industrial_Engineer,Delhi,3,10,0
1844,9888590,59,8,single,rented,no,Army_officer,Gujarat,3,12,0
1845,7581703,40,9,married,rented,no,Petroleum_Engineer,Madhya_Pradesh,9,13,0
1846,9165973,37,14,single,norent_noown,yes,Dentist,Bihar,11,11,0
1847,5524568,44,14,single,rented,no,Firefighter,Gujarat,6,12,0
1848,1996629,58,3,single,rented,no,Official,Andhra_Pradesh,3,13,0
1849,11430,70,20,single,rented,yes,Civil_servant,Maharashtra,3,13,0
1850,2584624,31,14,single,rented,no,Biomedical_Engineer,Rajasthan,8,12,0
1851,3492662,66,7,single,rented,yes,Fashion_Designer,Tamil_Nadu,7,13,0
1852,3025272,78,6,single,rented,no,Petroleum_Engineer,Karnataka,6,11,0
1853,5924444,33,1,single,rented,no,Firefighter,West_Bengal,1,12,1
1854,1743237,66,0,single,rented,no,Civil_servant,Andhra_Pradesh,0,14,1
1855,116617,62,15,single,rented,no,Mechanical_engineer,Chhattisgarh,14,11,1
1856,671223,74,7,single,rented,no,Flight_attendant,Karnataka,6,13,0
1857,9253396,58,14,single,rented,no,Air_traffic_controller,Jharkhand,8,13,0
1858,1337374,52,20,single,rented,yes,Army_officer,Madhya_Pradesh,9,12,0
1859,9034541,68,4,single,rented,no,Firefighter,Punjab,4,10,0
1860,5253347,23,5,single,rented,no,Comedian,Maharashtra,5,13,0
1861,6638529,69,1,single,rented,no,Civil_servant,Bihar,1,10,0
1862,9398593,25,6,single,rented,no,Analyst,Bihar,6,12,0
1863,1318865,73,5,single,owned,no,Design_Engineer,Bihar,5,13,0
1864,1258983,76,12,single,rented,no,Technical_writer,Uttar_Pradesh,4,10,0
1865,8830162,77,18,single,rented,no,Surgeon,Uttar_Pradesh,14,13,0
1866,9139229,43,9,married,rented,no,Official,Uttar_Pradesh,9,13,0
1867,331414,32,19,single,rented,no,Surveyor,Telangana,11,11,0
1868,8366327,56,2,single,rented,yes,Mechanical_engineer,Maharashtra,2,10,0
1869,2907457,55,18,single,rented,no,Hotel_Manager,Jharkhand,10,14,0
1870,5075609,73,9,single,rented,no,Consultant,Bihar,4,14,0
1871,7229092,78,9,single,rented,yes,Graphic_Designer,Andhra_Pradesh,6,11,0
1872,1342169,37,16,single,rented,no,Comedian,Uttarakhand,8,12,0
1873,7845861,70,7,single,rented,no,Software_Developer,Bihar,4,10,0
1874,1727277,45,9,single,rented,no,Technology_specialist,Kerala,9,14,0
1875,7134942,28,20,single,rented,yes,Computer_hardware_engineer,West_Bengal,11,10,1
1876,6762902,43,10,single,rented,yes,Financial_Analyst,Kerala,3,13,0
1877,6196741,70,17,single,rented,no,Chartered_Accountant,Bihar,8,11,0
1878,912537,27,20,single,rented,no,Flight_attendant,Punjab,11,11,0
1879,3422262,78,8,single,rented,yes,Computer_hardware_engineer,Uttar_Pradesh,8,12,0
1880,1100548,49,3,single,rented,yes,Technical_writer,Gujarat,3,10,1
1881,8929282,36,19,single,rented,no,Computer_hardware_engineer,Maharashtra,3,12,0
1882,1877096,74,15,single,rented,no,Flight_attendant,Madhya_Pradesh,10,12,0
1883,5375354,38,4,single,rented,no,Petroleum_Engineer,Uttar_Pradesh,4,14,0
1884,8654497,79,4,single,rented,no,Financial_Analyst,Punjab,4,13,0
1885,7853718,24,8,single,rented,no,Librarian,Uttar_Pradesh,7,11,0
1886,813741,79,13,married,rented,no,Lawyer,Andhra_Pradesh,12,12,0
1887,5423896,34,12,single,rented,no,Librarian,West_Bengal,5,12,0
1888,9665324,57,11,single,owned,no,Consultant,Uttarakhand,7,14,0
1889,7720372,72,6,single,rented,yes,Physician,Maharashtra,6,11,1
1890,2797000,52,6,single,rented,yes,Chef,Kerala,5,13,0
1891,6568495,31,5,single,rented,no,Comedian,Bihar,5,10,0
1892,5798034,28,19,single,norent_noown,no,Software_Developer,Bihar,3,12,0
1893,9574183,39,14,single,rented,yes,Police_officer,Uttar_Pradesh,8,12,0
1894,3255548,63,14,single,rented,no,Chef,Uttar_Pradesh,14,12,0
1895,7626654,60,12,single,rented,no,Design_Engineer,Tamil_Nadu,12,13,0
1896,6360884,65,8,single,rented,yes,Comedian,Maharashtra,5,11,0
1897,7756519,56,4,single,rented,no,Lawyer,Uttar_Pradesh,4,14,1
1898,5865272,61,18,single,rented,no,Artist,Maharashtra,9,11,0
1899,1473816,68,10,single,rented,no,Chartered_Accountant,Maharashtra,10,12,0
1900,1661836,56,13,single,rented,no,Technical_writer,Odisha,13,14,0
1901,1034564,27,17,single,rented,no,Flight_attendant,Maharashtra,8,12,0
1902,7768728,48,2,single,rented,no,Design_Engineer,West_Bengal,2,12,0
1903,9345198,49,9,single,rented,no,Industrial_Engineer,Rajasthan,9,11,1
1904,6593247,33,12,single,rented,yes,Artist,Gujarat,7,10,0
1905,2716181,76,8,single,rented,no,Surgeon,Telangana,8,11,1
1906,6118487,42,12,single,rented,yes,Technical_writer,Andhra_Pradesh,3,11,0
1907,4705172,62,4,single,rented,no,Air_traffic_controller,Assam,4,12,0
1908,1829777,27,8,single,rented,yes,Petroleum_Engineer,Karnataka,3,14,0
1909,2415720,79,20,single,rented,no,Graphic_Designer,Uttar_Pradesh,6,12,0
1910,6302112,58,18,single,rented,no,Analyst,Assam,7,11,0
1911,853087,70,0,single,rented,yes,Firefighter,Bihar,0,10,0
1912,7797565,48,15,single,rented,no,Psychologist,Kerala,13,14,0
1913,779324,45,20,single,rented,no,Architect,Jammu_and_Kashmir,4,10,1
1914,1166694,66,3,single,rented,no,Flight_attendant,Punjab,3,14,0
1915,6105581,53,14,single,rented,no,Civil_engineer,Uttar_Pradesh,3,13,0
1916,1079145,66,16,single,rented,yes,Engineer,Maharashtra,9,13,1
1917,208537,33,6,married,rented,no,Air_traffic_controller,Andhra_Pradesh,6,12,0
1918,5336783,36,9,single,rented,no,Mechanical_engineer,Puducherry,5,14,0
1919,2157500,59,16,single,rented,no,Consultant,Chhattisgarh,11,11,0
1920,5340166,30,1,single,rented,yes,Engineer,West_Bengal,1,11,0
1921,1026262,79,12,married,owned,yes,Physician,Jharkhand,12,10,0
1922,6382273,43,18,single,rented,no,Analyst,Gujarat,12,14,0
1923,9544863,61,20,single,owned,no,Architect,Tripura,14,14,0
1924,5239824,58,6,single,rented,no,Flight_attendant,Madhya_Pradesh,6,12,0
1925,8026612,38,13,single,rented,yes,Psychologist,Bihar,9,11,0
1926,2475883,64,2,single,rented,no,Magistrate,West_Bengal,2,10,0
1927,1950787,53,12,married,rented,no,Technical_writer,Jharkhand,7,12,0
1928,7076437,71,14,single,rented,no,Microbiologist,Jammu_and_Kashmir,8,12,0
1929,9747887,40,19,single,rented,no,Web_designer,Maharashtra,4,14,0
1930,2279438,65,3,single,rented,no,Secretary,Haryana,3,10,0
1931,2362103,56,2,single,rented,no,Dentist,Uttar_Pradesh,2,11,1
1932,1681428,78,6,single,rented,no,Flight_attendant,Rajasthan,3,11,0
1933,4514928,28,20,single,rented,yes,Software_Developer,Odisha,5,11,1
1934,436140,73,13,single,rented,no,Petroleum_Engineer,Himachal_Pradesh,11,10,0
1935,9612896,30,9,single,rented,yes,Statistician,Andhra_Pradesh,5,14,0
1936,6942586,23,6,single,rented,yes,Technology_specialist,Karnataka,5,10,0
1937,2670187,23,8,single,rented,no,Politician,Maharashtra,8,10,0
1938,9704228,45,14,single,rented,no,Engineer,Uttar_Pradesh,3,14,0
1939,5400619,71,1,single,rented,no,Software_Developer,Uttar_Pradesh[5],1,12,0
